Monday/Poniedziałek,05.06.17,"7,20",,4 900,,6 600,3 432,"0,52",3,"0,05","90,00",,85,,10
Tuesday/Wtorek,06.06.17,,,,,,0,"0,52",,#N/D,,,,,
Wednesday/Środa,07.06.17,,,,,,0,"0,52",,#N/D,,,,,
Thursday/Czwartek,08.06.17,,,5 800,,7 400,3 848,"0,52",88,"1,47","100,00",,91,,8
Friday/Piątek,09.06.17,,,5 700,268,6 875,3 575,"0,52",46,"0,77",,,103,5,4
Saturday/Sobota,10.06.17,,,,,,0,"0,52",,#N/D,,,,,
Sunday/Niedziela,11.06.17,,,,,,0,"0,52",,#N/D,,,,,
Monday/Poniedziałek,12.06.17,,,,,6 000,3 120,"0,52",,#N/D,,,,,
Tuesday/Wtorek,13.06.17,"7,12",,5 900,,6 200,3 224,"0,52",24,"0,40",,333,101,,2
Wednesday/Środa,14.06.17,"7,00",,5 200,230,6 579,3 421,"0,52",49,"0,82","150,00",397,125,5,3
Thursday/Czwartek,15.06.17,,,,,,,"0,52",,#N/D,,,,,
Friday/Piątek,16.06.17,"6,94",,5 400,877,6 600,3 432,"0,52",21,"0,35","100,00",325,115,,7
Saturday/Sobota,17.06.17,,,,,,,"0,52",,#N/D,,,,,
Sunday/Niedziela,18.06.17,,,,,,,"0,52",,#N/D,,,,,
Monday/Poniedziałek,19.06.17,"7,14",,5 600,,6 800,3 536,"0,52",32,"0,53","150,00",363,113,,5
Tuesday/Wtorek,20.06.17,,,7 400,,6 900,3 588,"0,52",19,"0,32",,,102,,5
Wednesday/Środa,21.06.17,"7,25",,6 900,,7 000,3 640,"0,52",62,"1,03",,,137,9,8
Thursday/Czwartek,22.06.17,"7,16",,8 500,,8 300,4 316,"0,52",161,"2,68","135,00",485,102,,10
Friday/Piątek,23.06.17,,,,,,,,,,,,,,
Saturday/Sobota,24.06.17,,,,,,,,,,,,,,
Sunday/Niedziela,25.06.17,,,,,,,,,,,,,,
Monday/Poniedziałek,26.06.17,,,,,,,,,,,,,,
Tuesday/Wtorek,27.06.17,,,,,,,,,,,,,,
Wednesday/Środa,21.06.17,,,,,,,,,,,,,,
Thursday/Czwartek,22.06.17,,,,,,,,,,,,,,
